id,key,value,type
540739106,highway,Bus_Stop,regular
540739115,name,Turizm Sitesi,regular
540739115,highway,Bus_Stop,regular
540739534,name,Boğaziçi Üniversitesi,regular
540739534,highway,Bus_Stop,regular
540739542,name,Küçük Bebek,regular
540739542,highway,Bus_Stop,regular
540739544,name,Bebek,regular
540739544,highway,Bus_Stop,regular
540739572,name,Çamlıbahçe,regular
540739572,highway,Bus_Stop,regular
540739576,name,Arnavutköy,regular
540739576,highway,Bus_Stop,regular
540739605,name,Kolej,regular
540739605,highway,Bus_Stop,regular
540739618,name,Kuruçeşme,regular
540739618,highway,Bus_Stop,regular
544445069,name,Boğaziçi Üniversitesi,regular
544445069,highway,Bus_Stop,regular
544445071,name,Küçük Bebek,regular
544445071,highway,Bus_Stop,regular
544445072,name,Bebek,regular
544445072,highway,Bus_Stop,regular
544445073,name,Çamlıbahçe,regular
544445073,highway,Bus_Stop,regular
544445091,name,Arnavutköy,regular
544445091,highway,Bus_Stop,regular
544445091,wheelchair,Limited,regular
544445161,name,Kolej,regular
544445161,highway,Bus_Stop,regular
544445165,name,Kuruçeşme,regular
544445165,highway,Bus_Stop,regular
551450374,name,Ali Fuat Başgil İ.Ö.O.,regular
551450374,amenity,School,regular
551453949,name,Beylerbeyi İskelesi,regular
551453949,amenity,Ferry_Terminal,regular
551453949,network,Boğaz Hattı,regular
551453949,operator,Şehir Hatları,regular
553302988,name,Galatasaray Üniversitesi,regular
553302988,highway,Bus_Stop,regular
553303006,name,Galatasaray Üniversitesi,regular
553303006,highway,Bus_Stop,regular
553303063,name,Yahya Efendi,regular
553303063,highway,Bus_Stop,regular
553303098,name,Yahya Efendi,regular
553303098,highway,Bus_Stop,regular
553303154,name,Çırağan,regular
553303154,highway,Bus_Stop,regular
553303190,name,Çırağan,regular
553303190,highway,Bus_Stop,regular
553303305,name,Barbaros Bulvarı,regular
553303305,highway,Bus_Stop,regular
553303347,name,Barbaros Bulvarı,regular
553303347,highway,Bus_Stop,regular
553303357,name,Yıldız Teknik Üniversitesi,regular
553303357,highway,Bus_Stop,regular
553303371,name,Yıldız Teknik Üniversitesi,regular
553303371,highway,Bus_Stop,regular
553303948,name,Yıldız Teknik Üniversitesi,regular
553303948,highway,Bus_Stop,regular
553303961,name,Ertuğrul Sitesi,regular
553303961,highway,Bus_Stop,regular
553303978,name,Ertuğrul Sitesi,regular
553303978,highway,Bus_Stop,regular
553303991,name,Darphane,regular
553303991,highway,Bus_Stop,regular
553304006,name,Darphane,regular
553304006,highway,Bus_Stop,regular
553304018,name,Kışla Önü,regular
553304018,highway,Bus_Stop,regular
553304034,name,Kışla Önü,regular
553304034,highway,Bus_Stop,regular
553304048,name,Köprülü Kavşak,regular
553304048,highway,Bus_Stop,regular
553304105,name,Zincirlikuyu,regular
553304105,highway,Bus_Stop,regular
553304122,name,Zincirlikuyu,regular
553304122,highway,Bus_Stop,regular
553304122,wheelchair,No,regular
553307051,name,Teknik Üniversite,regular
553307051,highway,Bus_Stop,regular
553307052,name,Teknik Üniversite,regular
553307052,highway,Bus_Stop,regular
554083364,fee,Yes,regular
554083364,name,Sabancı Üniversitesi Sakıp Sabancı Müzesi,regular
554083364,en,Sakıp Sabancı Museum,name
554083364,tr,Sabancı Üniversitesi Sakıp Sabancı Müzesi,name
554083364,note,"Sakıp Sabancı Museum Collection Of The Arts Of The Book And Calligraphy Have Illuminated Korans, Calligraphy, Official Documents From The Ottoman Sultans, Etc. Exhibits Are From The End Of The 14Th Century To The 20Th Century.",regular
554083364,opening_hours,"Tu, Th, Fr, Su 10:00-18:00;We, Sa 10:00-22:00",regular
554083364,phone,+90 212 277 22 00,regular
554083364,price,20 TL,regular
554083364,tourism,Museum,regular
554083364,website,Http://Www.Sakipsabancimuzesi.Org/En/,regular
554083364,wheelchair,Yes,regular
554083364,wikidata,Q3395851,regular
554083364,wikipedia,En:Sakıp Sabancı Museum,regular
558475424,name,Boğaziçi Üniversitesi,regular
558475424,highway,Bus_Stop,regular
558475536,name,Boğaziçi Üniversitesi,regular
558475536,highway,Bus_Stop,regular
558475797,amenity,Telephone,regular
559085452,is_in,Beşiktaş;İstanbul;Türkiye,regular
559085452,city,Istanbul,is_in
559085452,suburb,Beşiktaş,is_in
559085452,name,Türkali,regular
559085452,ar,توركالي,name
559085452,place,Neighbourhood,regular
559085452,wikidata,Q6066337,regular
559111884,name,Ulus Vadi,regular
559111884,highway,Bus_Stop,regular
559111901,name,Ulus Vadi,regular
559111901,highway,Bus_Stop,regular
561145222,highway,Crossing,regular
561432550,name,Teşvikiye Camisi,regular
561432550,amenity,Place_Of_Worship,regular
561432550,religion,Muslim,regular
566635100,note,FIXME: Precise Location,regular
566635100,amenity,Ferry_Terminal,regular
566635100,sign,Ferry,waterway
568010763,is_in,Beşiktaş; İstanbul; Türkiye,regular
568010763,city,Istanbul,is_in
568010763,suburb,Beşiktaş,is_in
568010763,name,Muradiye,regular
568010763,ar,موراديّة,name
568010763,place,Neighbourhood,regular
568010763,wikidata,Q6071773,regular
568010868,name,Muradiye Neighborhood Muhtarliği,regular
568010868,amenity,Public_Building,regular
568011021,name,Opet,regular
568011021,amenity,Fuel,regular
568011021,operator,Artek Petrol,regular
568011362,amenity,Telephone,regular
568011372,is_in,Beşiktaş; İstanbul; Türkiye,regular
568011372,city,Istanbul,is_in
568011372,suburb,Beşiktaş,is_in
568011372,name,Dikilitaş,regular
568011372,ar,ديكيليتاش,name
568011372,place,Neighbourhood,regular
568011372,wikidata,Q6069543,regular
568011396,name,Tuzbaba Camii,regular
568011396,amenity,Place_Of_Worship,regular
568011396,religion,Muslim,regular
568011495,barrier,Bollard,regular
568080164,is_in,Beşiktaş; İstanbul; Türkiye,regular
568080164,city,Istanbul,is_in
568080164,suburb,Beşiktaş,is_in
568080164,name,Vişnezade,regular
568080164,ar,فيشني زادي,name
568080164,place,Neighbourhood,regular
568080164,wikidata,Q6068748,regular
568080353,is_in,Beşiktaş; İstanbul; Türkiye,regular
568080353,city,Istanbul,is_in
568080353,suburb,Beşiktaş,is_in
568080353,name,Abbasağa,regular
568080353,ar,عباس أغا,name
568080353,place,Neighbourhood,regular
568080353,wikidata,Q6070443,regular
568080381,is_in,Beşiktaş; İstanbul; Türkiye,regular
568080381,city,Istanbul,is_in
568080381,suburb,Beşiktaş,is_in
568080381,name,Cihannüma,regular
568080381,ar,جيهانوما,name
568080381,place,Neighbourhood,regular
568080381,wikidata,Q6070605,regular
568080385,is_in,Beşiktaş; İstanbul; Türkiye,regular
568080385,city,Istanbul,is_in
568080385,suburb,Beşiktaş,is_in
568080385,name,Gayrettepe,regular
568080385,ar,كايري تيبي,name
568080385,place,Neighbourhood,regular
568080385,wikidata,Q6078425,regular
568082902,is_in,Beşiktaş; İstanbul; Türkiye,regular
568082902,city,Istanbul,is_in
568082902,suburb,Beşiktaş,is_in
568082902,name,Ulus,regular
568082902,ar,أولوس,name
568082902,place,Neighbourhood,regular
568082902,wikidata,Q6079693,regular
581990854,amenity,Toilets,regular
581990945,highway,Crossing,regular
581990954,name,Ortaköy Sanat Galerisi,regular
581990954,wheelchair,Yes,regular
583296260,amenity,Bus_Station,regular
583311905,name,Ulus Ambarlıdere Camii,regular
583311905,amenity,Place_Of_Worship,regular
583311905,religion,Muslim,regular
583312135,name,Ulus Neighborhood Muhtarlığı,regular
583312135,amenity,Townhall,regular
595767851,name,İnönü Stadi,regular
595767851,highway,Bus_Stop,regular
595767991,name,Gümüşsuyu,regular
595767991,highway,Bus_Stop,regular
595767994,name,Rumelihisarüstü,regular
595767994,highway,Bus_Stop,regular
595767995,bus,Yes,regular
595767995,highway,Bus_Stop,regular
595767995,name,Kabataş,regular
595767995,ru,Кабаташ,name
595767995,public_transport,Platform,regular
595801083,name,Mecidiyeköy,regular
595801083,highway,Bus_Stop,regular
595801083,operator,İETT,regular
595801083,wheelchair,Unknown,regular
595801083,description,Samples For Marloes :  MB 9050              1 MT Dar En     ---6.00 € Geniş En MB 9150              1 MT Dar En     ---7.20 € Geniş En MB 9180              1 MT Dar En     ---5.20 € Dar En MB 9188              1 MT Dar En + Lab Dip    ---3.20 € Dar En MB ,wheelchair
617845982,barrier,Bollard,regular
621218779,Picture,Geotagged,regular
621218863,amenity,Taxi,regular
621218899,amenity,Taxi,regular
621218908,name,Çavuşoğlu Taksi,regular
621218908,amenity,Taxi,regular
621218911,amenity,Parking,regular
621218916,amenity,Parking,regular
621411685,amenity,Parking,regular
621411715,amenity,Toilets,regular
621411716,amenity,Telephone,regular
621411750,foot,Yes,regular
621411750,barrier,Entrance,regular
621411750,motorcar,Yes,regular
621411997,name,Beşiktaş İlçe Emniyet Müdürlüğü,regular
621411997,amenity,Police,regular
621411998,name,Kır Kahvesi,regular
621411998,amenity,Cafe,regular
621411999,amenity,Telephone,regular
621412000,amenity,Toilets,regular
621412001,amenity,Parking,regular
621412002,amenity,Telephone,regular
621412003,name,Çırağan Taksi,regular
621412003,amenity,Taxi,regular
621412004,amenity,Parking,regular
621412059,amenity,Taxi,regular
628974739,amenity,Place_Of_Worship,regular
628974739,religion,Muslim,regular
628974845,name,Ortaköy Etzahayim Musevi Sinagonu,regular
628974845,amenity,Place_Of_Worship,regular
628974845,religion,Jewish,regular
628974913,highway,Crossing,regular
628974913,crossing,Traffic_Signals,regular
628974916,highway,Crossing,regular
628974916,crossing,Traffic_Signals,regular
628975012,source,PGS,regular
629024622,name,Vadi Taksi,regular
629024622,amenity,Taxi,regular
629040356,name,Cihannüma Neighborhood Muhtarlığı,regular
629040356,amenity,Townhall,regular
629040357,name,Serencebey Yokuşu,regular
629040357,Picture,Geotagged,regular
629040358,name,Çitlenbik Sokağı,regular
629040358,Picture,Geotagged,regular
629040359,name,Sinanpaşa Mescidi Sokağı,regular
629040359,Picture,Geotagged,regular
629040599,amenity,Parking,regular
629040600,name,Horoz Sokağı,regular
629040600,Picture,Geotagged,regular
629119425,barrier,Bollard,regular
629119436,amenity,Telephone,regular
629119467,name,Abbasağa Neighborhood Muhtarlığı,regular
629119467,amenity,Townhall,regular
629119468,amenity,Telephone,regular
629119469,name,Rebap Sokağı,regular
629119469,Picture,Geotagged,regular
629119471,name,Salnameci Sokağı,regular
629119471,Picture,Geotagged,regular
629119472,Picture,Geotagged,regular
654391139,amenity,Ferry_Terminal,regular
654391139,name,Kabataş,regular
654391139,ru,Кабаташ,name
654391139,source,PGS,regular
662928660,amenity,Telephone,regular
662928677,amenity,Bureau_De_Change,regular
663696426,bus,Yes,regular
663696426,highway,Bus_Stop,regular
663696426,name,Boğaziçi Köprüsü,regular
663696426,public_transport,Platform,regular
663886617,name,Şişli Merkez,regular
663886617,highway,Bus_Stop,regular
663886618,name,Mecidiyeköy,regular
663886618,highway,Bus_Stop,regular
663886619,name,Zincirlikuyu,regular
663886619,highway,Bus_Stop,regular
663886619,wheelchair,No,regular
663886630,name,Esentepe,regular
663886630,highway,Bus_Stop,regular
670232250,name,Şişli,regular
670232250,network,İstanbul Metrosu,regular
670232250,railway,Station,regular
670232250,station,Subway,regular
670232250,operator,Ulaşım A.Ş.,regular
670232250,street,Halaskargazi Avenue,addr
670233794,name,Gayrettepe,regular
670233794,network,İstanbul Metrosu,regular
670233794,railway,Station,regular
670233794,station,Subway,regular
670233794,wheelchair,Yes,regular
670234242,name,4. Levent,regular
670234242,network,İstanbul Metrosu,regular
670234242,railway,Station,regular
670234242,station,Subway,regular
678337859,amenity,Cafe,regular
687472217,name,Villa Blanche Hotel,regular
687472217,tourism,Hotel,regular
687472249,name,İTÜ - Ayazağa,regular
687472249,network,İstanbul Metrosu,regular
687472249,railway,Station,regular
687472249,station,Subway,regular
687472266,barrier,Entrance,regular
687472272,name,İTÜ,regular
687472272,railway,Subway_Entrance,regular
687472272,building,Yes,regular
689456089,highway,Bus_Stop,regular
689456093,traffic_calming,Bump,regular
689456094,traffic_calming,Bump,regular
691522619,note,Some Palace,regular
691522619,barrier,Entrance,regular
694109976,noexit,Yes,regular
772686807,name,Poğaçacı,regular
772686807,note,Was Popüler Pizza,regular
772686807,amenity,Restaurant,regular
772686807,cuisine,Pizza,regular
786896423,type,Broad_Leafed,regular
786896423,natural,Tree,regular
786896423,denotation,Urban,regular
932238554,name,Cinemaximum,regular
932238554,phone,212 380 03 42,regular
932238554,amenity,Cinema,regular
932238554,website,Http://Www.Istanbulcevahir.Com/Turkish/#/Events,regular
932238554,city,ISTANBUL / Şişli,addr
932238554,wheelchair,Yes,regular
932238554,street,Büyükdere Avenue,addr
932238554,housenumber,22,addr
932238561,name,19 Mayıs Taksi,regular
932238561,amenity,Taxi,regular
932238563,name,19 Mayıs Mah.,regular
932238563,highway,Bus_Stop,regular
932238565,name,Sisli Baran,regular
932238565,amenity,Pharmacy,regular
932363270,name,Carrefour,regular
932363270,shop,Supermarket,regular
932363710,name,Shell,regular
932363710,amenity,Fuel,regular
979294406,name,Barbaros Cafe,regular
979294406,amenity,Cafe,regular
979294406,description,"Nargile, Shisha, Water-Pipe",regular
1000040085,name,Pizza,regular
1000040085,amenity,Restaurant,regular
1184634090,name,Hilton Parksa Istanbul,regular
1184634090,smoking,No,regular
1184634090,tourism,Hotel,regular
1184634090,operator,Hilton Worldwide,regular
1184634090,city,Istanbul,addr
1184634090,wheelchair,Yes,regular
1184634090,street,"Bayildim Caddesi, No:12 Maçka",addr
1184634090,country,TR,addr
1184634090,postcode,34357,addr
1184634090,phone,90 212 310 1200,contact
1184634090,twitter,Https://Twitter.Com/Hiltonparksa,contact
1184634090,website,Http://Www3.Hilton.Com/En/Hotels/Turkey/Hilton-Parksa-Istanbul-Istphtw/Index.Html?Wt.Mc_Id=Zelwakn0Emea1Hi2Dmh3Localsearch4Dggenericx6Istphtw,contact
